time,bidPrice,offerPrice,bidQty,offerQty
194,99.65,99.75,66,60
195,99.65,99.75,98,67
196,99.65,99.75,94,89
197,99.65,99.75,70,95
198,99.75,99.85,94,77
199,99.85,99.95,52,52
200,99.85,99.95,96,70
201,99.85,99.95,90,90
202,99.95,100.05,86,69
203,99.95,100.05,96,80
204,99.95,100.05,68,90
205,99.80,100.00,93,92
206,99.85,99.95,58,59
207,99.85,99.95,83,99
208,99.85,99.95,93,85
209,99.85,99.95,52,57
210,99.85,99.95,75,92
211,99.85,99.95,83,64
212,99.85,99.95,52,99
213,99.80,100.00,76,55
214,99.85,99.95,78,89
215,99.85,99.95,87,90
216,99.85,99.95,58,52
217,99.85,99.95,66,64
218,99.95,100.05,55,82
219,99.95,100.05,72,85
220,99.95,100.05,83,91
221,99.95,100.05,99,74
222,99.90,100.10,54,92
223,99.95,100.05,57,54
224,99.85,99.95,64,78
225,99.85,99.95,97,73
226,99.85,99.95,74,64
227,99.85,99.95,78,99
228,99.85,99.95,78,81
229,99.85,99.95,74,75
230,99.75,99.85,64,74
231,99.75,99.85,69,77
232,99.75,99.85,86,77
233,99.75,99.85,87,77
234,99.65,99.75,71,87
235,99.65,99.75,74,71
236,99.75,99.85,93,72
237,99.65,99.75,58,53
238,99.65,99.75,100,79
239,99.65,99.75,71,87
240,99.65,99.75,82,72
241,99.65,99.75,87,62
242,99.65,99.75,67,55
243,99.65,99.75,51,83
244,99.65,99.75,98,72
245,99.55,99.65,73,55
246,99.65,99.75,62,59
247,99.75,99.85,79,55
248,99.75,99.85,60,80
249,99.65,99.75,69,58
250,99.65,99.75,67,59
251,99.65,99.75,97,68
252,99.65,99.75,59,65
253,99.65,99.75,50,63
254,99.65,99.75,85,95
255,99.65,99.75,81,50
256,99.65,99.75,63,83
257,99.55,99.65,62,89
258,99.45,99.55,92,79
259,99.45,99.55,57,52
260,99.35,99.45,59,78
261,99.35,99.45,72,94
262,99.35,99.45,94,66
263,99.35,99.45,95,76
264,99.25,99.35,96,63
265,99.25,99.35,89,91
266,99.25,99.35,76,99
267,99.25,99.35,93,92
268,99.25,99.35,82,80
269,99.25,99.35,74,88
270,99.25,99.35,70,96
271,99.15,99.25,96,77
272,99.25,99.35,74,81
273,99.25,99.35,71,54
274,99.25,99.35,93,96
275,99.25,99.35,92,76
276,99.25,99.35,90,65
277,99.25,99.35,91,77
278,99.15,99.25,68,76
279,99.25,99.35,86,61
280,99.25,99.35,70,92
281,99.35,99.45,100,68
282,99.35,99.45,96,81
283,99.45,99.55,56,87
284,99.45,99.55,77,80
285,99.45,99.55,94,85
286,99.45,99.55,50,67
287,99.55,99.65,71,52
288,99.55,99.65,69,77
289,99.65,99.75,88,86
290,99.65,99.75,69,82
291,99.65,99.75,72,58
292,99.75,99.85,83,69
293,99.65,99.75,100,78
294,99.65,99.75,86,93
295,99.75,99.85,74,59
296,99.75,99.85,73,84
297,99.75,99.85,90,97
298,99.75,99.85,95,94
299,99.75,99.85,53,81
300,99.65,99.75,99,86
301,99.75,99.85,66,84
302,99.75,99.85,60,52
303,99.75,99.85,95,98
304,99.75,99.85,52,55
305,99.70,99.90,85,94
306,99.60,99.80,67,51
307,99.50,99.70,73,76
308,99.55,99.65,57,100
309,99.55,99.65,90,85
310,99.55,99.65,76,78
311,99.65,99.75,86,64
312,99.55,99.65,77,72
313,99.55,99.65,88,79
314,99.50,99.70,88,98
315,99.55,99.65,92,73
316,99.55,99.65,70,78
317,99.55,99.65,85,55
318,99.55,99.65,95,81
319,99.55,99.65,100,88
320,99.55,99.65,100,62
321,99.55,99.65,62,80
322,99.55,99.65,79,70
323,99.55,99.65,96,99
324,99.45,99.55,66,87
325,99.45,99.55,87,97
326,99.45,99.55,91,89
327,99.55,99.65,79,88
328,99.55,99.65,91,88
329,99.65,99.75,66,99
330,99.65,99.75,95,88
331,99.55,99.65,51,52
332,99.55,99.65,90,64
333,99.45,99.55,88,64
334,99.35,99.45,67,72
335,99.35,99.45,51,70
336,99.25,99.35,97,77
337,99.25,99.35,58,58
338,99.25,99.35,96,89
339,99.30,99.50,57,55
340,99.45,99.55,56,62
341,99.45,99.55,80,90
342,99.45,99.55,94,99
343,99.35,99.45,64,78
344,99.35,99.45,98,77
345,99.35,99.45,97,83
346,99.35,99.45,96,62
347,99.35,99.45,53,95
348,99.35,99.45,69,85
349,99.35,99.45,66,59
350,99.35,99.45,57,93
351,99.25,99.35,76,92
352,99.35,99.45,55,79
353,99.35,99.45,68,67
354,99.35,99.45,52,72
355,99.35,99.45,62,67
356,99.25,99.35,90,79
357,99.25,99.35,85,64
358,99.25,99.35,98,90
359,99.25,99.35,62,52
360,99.25,99.35,54,94
361,99.25,99.35,54,80
362,99.35,99.45,94,53
363,99.35,99.45,66,55
364,99.35,99.45,89,94
365,99.35,99.45,50,96
366,99.35,99.45,91,62
367,99.35,99.45,84,63
368,99.35,99.45,83,69
369,99.25,99.35,57,56
370,99.25,99.35,50,60
371,99.25,99.35,61,83
372,99.25,99.35,54,65
373,99.25,99.35,92,86
374,99.25,99.35,77,84
375,99.25,99.35,86,67
376,99.25,99.35,53,57
377,99.15,99.25,76,62
378,99.15,99.25,86,72
379,99.25,99.35,93,67
380,99.15,99.25,69,57
381,99.15,99.25,82,91
382,99.05,99.15,100,88
383,99.05,99.15,62,99
384,99.05,99.15,82,99
385,98.95,99.05,75,88
386,98.95,99.05,82,51
387,98.85,98.95,59,97
388,98.95,99.05,77,97
389,98.95,99.05,79,60
390,98.95,99.05,89,65
391,98.95,99.05,72,69
392,98.95,99.05,71,70
393,98.85,98.95,60,95
394,98.85,98.95,71,88
395,98.85,98.95,97,92
396,98.95,99.05,92,77
397,99.05,99.15,80,88
398,99.15,99.25,58,70
399,99.25,99.35,72,96
400,99.25,99.35,89,97
401,99.25,99.35,92,64
402,99.25,99.35,60,55
403,99.25,99.35,90,91
404,99.15,99.25,63,86
405,99.15,99.25,73,83
406,99.15,99.25,98,91
407,99.15,99.25,81,98
408,99.15,99.25,95,91
409,99.15,99.25,86,92
410,99.05,99.15,90,51
411,99.05,99.15,55,86
412,99.05,99.15,77,55
413,99.05,99.15,66,68
414,99.15,99.25,96,72
415,99.15,99.25,78,76
416,99.15,99.25,81,90
417,99.15,99.25,71,87
418,99.25,99.35,82,86
419,99.35,99.45,63,88
420,99.45,99.55,97,94
421,99.45,99.55,95,77
422,99.35,99.45,61,88
423,99.35,99.45,69,81
424,99.35,99.45,66,96
425,99.30,99.50,86,66
426,99.45,99.55,65,57
427,99.35,99.45,67,56
428,99.35,99.45,83,63
429,99.30,99.50,57,65
430,99.35,99.45,100,61
431,99.25,99.35,83,99
432,99.35,99.45,97,98
433,99.35,99.45,78,60
434,99.35,99.45,80,73
435,99.35,99.45,70,95
436,99.35,99.45,78,79
437,99.35,99.45,99,51
438,99.30,99.50,83,80
439,99.35,99.45,82,66
440,99.35,99.45,94,100
441,99.25,99.35,72,99
442,99.25,99.35,77,64
443,99.25,99.35,53,69
444,99.35,99.45,68,82
445,99.35,99.45,55,81
446,99.35,99.45,99,74
447,99.35,99.45,90,51
448,99.35,99.45,68,58
449,99.30,99.50,90,82
450,99.35,99.45,61,52
451,99.35,99.45,76,55
452,99.35,99.45,73,75
453,99.35,99.45,51,63
454,99.35,99.45,98,95
455,99.45,99.55,95,75
456,99.45,99.55,88,96
457,99.35,99.45,89,97
458,99.35,99.45,81,86
459,99.35,99.45,65,71
460,99.35,99.45,78,82
461,99.35,99.45,98,90
462,99.35,99.45,73,72
463,99.35,99.45,58,78
464,99.30,99.50,83,79
465,99.45,99.55,51,62
466,99.45,99.55,62,96
467,99.45,99.55,66,62
468,99.35,99.45,51,65
469,99.35,99.45,80,56
470,99.25,99.35,84,70
471,99.25,99.35,66,81
472,99.25,99.35,59,99
473,99.25,99.35,85,55
474,99.35,99.45,61,99
475,99.40,99.60,68,79
476,99.55,99.65,68,81
477,99.55,99.65,62,68
478,99.65,99.75,66,95
479,99.65,99.75,80,92
480,99.65,99.75,93,55
481,99.75,99.85,77,51
482,99.75,99.85,63,100
483,99.75,99.85,69,78
484,99.75,99.85,81,56
485,99.65,99.75,72,90
486,99.75,99.85,97,72
487,99.75,99.85,64,83
488,99.75,99.85,78,99
489,99.75,99.85,52,94
490,99.75,99.85,69,51
491,99.75,99.85,78,52
492,99.85,99.95,53,81
493,99.90,100.10,61,84
494,100.05,100.15,78,94
495,100.05,100.15,99,87
496,100.05,100.15,65,57
497,100.05,100.15,80,72
498,99.95,100.05,76,71
499,99.95,100.05,72,57
500,99.95,100.05,76,53
501,99.95,100.05,89,95
502,100.05,100.15,84,88
503,100.05,100.15,54,95
504,100.05,100.15,85,55
505,100.05,100.15,89,74
506,99.95,100.05,86,94
507,99.85,99.95,95,58
508,99.70,99.90,88,76
509,99.85,99.95,100,90
510,99.80,100.00,69,60
511,99.90,100.10,80,91
512,99.85,99.95,52,86
513,99.75,99.85,72,92
514,99.75,99.85,84,67
515,99.75,99.85,76,53
516,99.75,99.85,58,70
517,99.85,99.95,55,96
518,99.85,99.95,98,81
519,99.95,100.05,51,64
520,99.95,100.05,74,87
521,99.95,100.05,78,59
522,99.85,99.95,67,99
523,99.85,99.95,86,94
524,99.85,99.95,80,88
525,99.85,99.95,83,69
526,99.85,99.95,71,88
527,99.95,100.05,64,58
528,99.85,99.95,54,83
529,99.85,99.95,70,100
530,99.75,99.85,100,74
531,99.70,99.90,96,54
532,99.85,99.95,91,84
533,99.85,99.95,84,99
534,99.75,99.85,98,74
535,99.75,99.85,52,77
536,99.75,99.85,65,98
537,99.75,99.85,98,57
538,99.75,99.85,90,73
539,99.75,99.85,88,50
540,99.75,99.85,93,83
541,99.65,99.75,50,72
542,99.65,99.75,96,87
543,99.75,99.85,94,63
544,99.75,99.85,72,80
545,99.75,99.85,92,63
546,99.85,99.95,97,82
547,99.75,99.85,66,55
548,99.85,99.95,73,55
549,99.85,99.95,91,78
550,99.85,99.95,53,97
551,99.85,99.95,96,52
552,99.85,99.95,61,61
553,99.85,99.95,96,50
554,99.85,99.95,94,62
555,99.95,100.05,91,93
556,99.85,99.95,94,80
557,99.85,99.95,88,84
558,99.75,99.85,55,55
559,99.75,99.85,82,89
560,99.85,99.95,59,66
561,99.85,99.95,69,76
562,99.85,99.95,71,69
563,99.75,99.85,64,91
564,99.75,99.85,51,51
565,99.75,99.85,98,85
566,99.75,99.85,60,80
567,99.75,99.85,65,90
568,99.75,99.85,54,90
569,99.75,99.85,90,92
570,99.75,99.85,76,87
571,99.65,99.75,72,70
572,99.65,99.75,92,71
573,99.65,99.75,92,76
574,99.65,99.75,84,94
575,99.65,99.75,89,90
576,99.65,99.75,51,70
577,99.55,99.65,52,97
578,99.55,99.65,57,99
579,99.65,99.75,64,90
580,99.55,99.65,81,61
581,99.55,99.65,68,79
582,99.45,99.55,89,61
583,99.45,99.55,94,69
584,99.45,99.55,67,81
585,99.45,99.55,86,77
586,99.45,99.55,54,77
587,99.45,99.55,98,82
588,99.45,99.55,96,61
589,99.35,99.45,75,78
590,99.35,99.45,52,100
591,99.35,99.45,68,87
592,99.35,99.45,73,53
593,99.35,99.45,84,62
594,99.35,99.45,100,57
595,99.35,99.45,70,66
596,99.35,99.45,66,100
597,99.35,99.45,63,50
598,99.35,99.45,72,82
599,99.35,99.45,74,78
600,99.25,99.35,77,62
601,99.25,99.35,75,68
602,99.25,99.35,97,73
603,99.25,99.35,67,62
604,99.15,99.25,86,92
605,99.15,99.25,66,57
606,99.15,99.25,59,53
607,99.05,99.15,91,79
608,99.05,99.15,94,82
609,99.05,99.15,78,71
610,98.95,99.05,79,69
611,98.85,98.95,55,94
612,98.80,99.00,73,54
613,98.95,99.05,70,80
614,98.95,99.05,78,89
615,98.95,99.05,68,81
616,98.90,99.10,59,74
617,98.95,99.05,58,90
618,99.05,99.15,63,73
619,98.95,99.05,89,73
620,98.95,99.05,63,51
621,98.95,99.05,100,71
622,98.95,99.05,67,76
623,98.95,99.05,63,66
624,98.95,99.05,91,84
625,98.85,98.95,80,52
626,98.85,98.95,72,77
627,98.90,99.10,70,83
628,98.95,99.05,88,57
629,98.95,99.05,99,52
630,98.95,99.05,86,76
631,98.95,99.05,73,68
632,98.95,99.05,84,76
633,98.95,99.05,62,79
634,98.95,99.05,59,50
635,98.95,99.05,85,77
636,98.95,99.05,89,55
637,98.95,99.05,61,91
638,99.05,99.15,75,59
639,99.15,99.25,94,63
640,99.15,99.25,94,88
641,99.25,99.35,63,82
642,99.35,99.45,53,66
643,99.35,99.45,57,77
644,99.25,99.35,85,71
645,99.25,99.35,93,78
646,99.35,99.45,64,96
647,99.35,99.45,72,65
648,99.35,99.45,72,89
649,99.45,99.55,95,72
650,99.45,99.55,67,59
651,99.35,99.45,64,68
652,99.35,99.45,65,57
653,99.35,99.45,85,65
654,99.35,99.45,74,64
655,99.35,99.45,86,73
656,99.35,99.45,68,75
657,99.25,99.35,79,91
658,99.25,99.35,94,80
659,99.25,99.35,86,56
660,99.25,99.35,83,58
661,99.15,99.25,88,70
662,99.15,99.25,89,57
663,99.15,99.25,73,53
664,99.10,99.30,54,79
665,99.15,99.25,94,69
666,99.15,99.25,58,86
667,99.25,99.35,56,62
668,99.10,99.30,71,53
669,99.15,99.25,56,94
670,99.15,99.25,50,80
671,99.05,99.15,97,68
672,98.95,99.05,52,51
673,98.95,99.05,51,93
674,98.95,99.05,58,79
675,98.95,99.05,80,60
676,98.95,99.05,70,89
677,99.05,99.15,55,75
678,99.15,99.25,70,84
679,99.15,99.25,83,92
680,99.15,99.25,85,64
681,99.25,99.35,50,56
682,99.25,99.35,75,82
683,99.35,99.45,72,89
684,99.35,99.45,76,73
685,99.25,99.35,61,72
686,99.35,99.45,100,54
687,99.25,99.35,76,58
688,99.25,99.35,70,60
689,99.35,99.45,68,96
690,99.35,99.45,77,76
691,99.45,99.55,72,88
692,99.35,99.45,71,80
693,99.25,99.35,84,84
694,99.20,99.40,91,78
695,99.35,99.45,97,97
696,99.35,99.45,61,95
697,99.35,99.45,83,69
698,99.30,99.50,99,91
699,99.45,99.55,85,85
700,99.35,99.45,97,73
701,99.25,99.35,52,76
702,99.25,99.35,73,66
703,99.35,99.45,54,89
704,99.35,99.45,71,70
705,99.40,99.60,97,88
706,99.55,99.65,56,93
707,99.50,99.70,100,84
708,99.65,99.75,95,86
709,99.65,99.75,82,74
710,99.65,99.75,51,68
711,99.65,99.75,53,79
712,99.65,99.75,100,85
713,99.65,99.75,86,65
714,99.75,99.85,77,89
715,99.75,99.85,80,66
716,99.75,99.85,93,77
717,99.75,99.85,78,57
718,99.85,99.95,51,88
719,99.85,99.95,63,85
720,99.85,99.95,83,66
721,99.85,99.95,80,89
722,99.85,99.95,72,65
723,99.85,99.95,97,77
724,99.75,99.85,96,94
725,99.75,99.85,95,83
726,99.75,99.85,81,67
727,99.85,99.95,61,75
728,99.85,99.95,78,52
729,99.85,99.95,61,50
730,99.85,99.95,62,54
731,99.85,99.95,58,62
732,99.85,99.95,87,57
733,99.75,99.85,67,65
734,99.85,99.95,80,85
735,99.75,99.85,68,52
736,99.75,99.85,76,97
737,99.65,99.75,64,90
738,99.65,99.75,53,81
739,99.65,99.75,79,84
740,99.55,99.65,65,54
741,99.45,99.55,67,87
742,99.55,99.65,56,79
743,99.55,99.65,82,98
744,99.55,99.65,75,76
745,99.55,99.65,78,93
746,99.55,99.65,56,62
747,99.55,99.65,94,74
748,99.45,99.55,57,86
749,99.45,99.55,58,99
750,99.45,99.55,91,94
751,99.35,99.45,86,67
752,99.35,99.45,67,100
753,99.45,99.55,78,93
754,99.45,99.55,80,61
755,99.45,99.55,79,76
756,99.45,99.55,53,98
757,99.45,99.55,50,60
758,99.45,99.55,78,81
759,99.35,99.45,50,78
760,99.35,99.45,79,53
761,99.25,99.55,64,82
762,99.35,99.45,50,93
763,99.35,99.45,52,61
764,99.35,99.45,74,69
765,99.35,99.45,96,55
766,99.35,99.45,83,73
767,99.35,99.45,63,77
768,99.40,99.60,86,54
769,99.45,99.55,86,77
770,99.45,99.55,82,91
771,99.45,99.55,98,72
772,99.45,99.55,71,91
773,99.45,99.55,89,85
774,99.45,99.55,55,76
775,99.35,99.45,52,86
776,99.35,99.45,63,98
777,99.35,99.45,60,60
778,99.25,99.35,76,71
779,99.25,99.35,86,58
780,99.35,99.45,78,81
781,99.35,99.45,56,84
782,99.35,99.45,94,58
783,99.25,99.35,84,94
784,99.25,99.35,93,98
785,99.25,99.35,78,85
786,99.25,99.35,63,84
787,99.25,99.35,54,70
788,99.15,99.25,80,79
789,99.15,99.25,85,97
790,99.15,99.25,53,76
791,99.15,99.25,65,69
792,99.15,99.25,55,55
793,99.25,99.35,85,56
794,99.25,99.35,62,77
795,99.25,99.35,93,84
796,99.20,99.40,78,59
797,99.25,99.35,90,53
798,99.25,99.35,80,90
799,99.25,99.35,100,99
800,99.35,99.45,74,65
801,99.35,99.45,82,84
802,99.35,99.45,70,51
803,99.35,99.45,70,79
804,99.45,99.55,69,55
805,99.45,99.55,71,67
806,99.45,99.55,59,69
807,99.45,99.55,64,81
808,99.30,99.50,91,90
809,99.35,99.45,94,62
810,99.35,99.45,62,59
811,99.35,99.45,77,74
812,99.45,99.55,67,71
813,99.45,99.55,63,93
814,99.45,99.55,51,77
815,99.55,99.65,95,57
816,99.55,99.65,66,68
817,99.65,99.75,77,80
818,99.65,99.75,75,67
819,99.65,99.75,71,79
820,99.65,99.75,64,86
821,99.65,99.75,57,65
822,99.65,99.75,65,52
823,99.65,99.75,69,63
824,99.65,99.75,90,53
825,99.65,99.75,76,63
826,99.65,99.75,52,87
827,99.75,99.85,70,60
828,99.85,99.95,66,70
829,99.85,99.95,55,80
830,99.85,99.95,62,74
831,99.95,100.05,84,84
832,99.95,100.05,82,81
833,99.95,100.05,93,83
834,99.95,100.05,88,78
835,99.95,100.05,93,77
836,99.95,100.05,86,75
837,99.95,100.05,65,80
838,99.95,100.05,99,52
839,99.90,100.10,77,85
840,99.95,100.05,78,76
841,99.95,100.05,63,90
842,99.95,100.05,63,63
843,100.05,100.15,92,87
844,100.05,100.15,74,59
845,100.05,100.15,60,76
846,100.05,100.15,88,94
847,100.05,100.15,82,69
848,100.05,100.15,75,83
849,100.05,100.15,92,51
850,99.95,100.05,65,64
851,99.85,99.95,67,93
852,99.85,99.95,77,95
853,99.75,99.85,53,78
854,99.75,99.85,51,69
855,99.75,99.85,70,92
856,99.65,99.75,63,89
857,99.65,99.75,79,89
858,99.65,99.75,89,98
859,99.65,99.75,72,63
860,99.75,99.85,67,72
861,99.75,99.85,96,54
862,99.75,99.85,85,62
863,99.75,99.85,70,99
864,99.75,99.85,91,51
865,99.75,99.85,56,54
866,99.75,99.85,61,80
867,99.70,99.90,76,65
868,99.65,99.75,78,59
869,99.65,99.75,93,54
870,99.65,99.95,68,74
871,99.75,99.85,98,68
872,99.75,99.85,90,76
873,99.75,99.85,85,92
874,99.75,99.85,65,53
875,99.65,99.75,93,83
876,99.65,99.75,83,95
877,99.65,99.75,85,50
878,99.65,99.75,77,64
879,99.55,99.65,77,95
880,99.65,99.75,77,62
881,99.65,99.75,85,53
882,99.65,99.75,79,82
883,99.65,99.75,70,79
884,99.65,99.75,77,83
885,99.65,99.75,53,71
886,99.65,99.75,93,85
887,99.65,99.75,64,98
888,99.60,99.80,59,79
889,99.65,99.75,59,98
890,99.65,99.75,50,84
891,99.65,99.75,55,76
892,99.65,99.75,90,98
893,99.65,99.75,57,97
894,99.55,99.65,97,66
895,99.65,99.75,53,88
896,99.65,99.75,94,52
897,99.55,99.65,82,51
898,99.65,99.75,57,59
899,99.65,99.75,74,89
900,99.55,99.65,70,87
901,99.55,99.65,78,60
902,99.55,99.65,90,53
903,99.55,99.65,81,99
904,99.55,99.65,53,78
905,99.65,99.75,95,73
906,99.65,99.75,84,55
907,99.55,99.65,59,90
908,99.65,99.75,52,68
909,99.70,99.90,50,66
910,99.75,99.85,78,63
911,99.65,99.75,54,95
912,99.75,99.85,77,94
913,99.65,99.75,71,77
914,99.55,99.65,58,90
915,99.65,99.75,88,97
916,99.60,99.80,72,72
917,99.65,99.75,62,51
918,99.65,99.75,98,53
919,99.65,99.75,87,58
920,99.55,99.65,73,74
921,99.65,99.75,53,50
922,99.75,99.85,83,51
923,99.75,99.85,74,80
924,99.75,99.85,93,52
925,99.85,99.95,57,95
926,99.85,99.95,72,50
927,99.85,99.95,57,63
928,99.85,99.95,68,97
929,99.95,100.05,80,100
930,100.05,100.15,90,80
931,100.05,100.15,98,93
932,100.05,100.15,93,94
933,99.95,100.05,71,82
934,99.90,100.10,93,71
935,99.95,100.05,57,89
936,99.85,99.95,60,60
937,99.95,100.05,73,91
938,99.95,100.05,63,96
939,99.95,100.05,100,82
940,99.95,100.05,51,97
941,100.05,100.15,54,80
942,100.05,100.15,53,97
943,100.15,100.25,86,66
944,100.15,100.25,63,67
945,100.15,100.25,93,78
946,100.15,100.25,58,53
947,100.25,100.35,64,72
948,100.25,100.35,79,54
949,100.25,100.35,67,66
950,100.15,100.25,56,79
951,100.15,100.25,98,78
952,100.25,100.35,78,68
953,100.25,100.35,88,99
954,100.25,100.35,90,62
955,100.25,100.35,68,55
956,100.25,100.35,73,100
957,100.25,100.35,79,83
958,100.35,100.45,77,94
959,100.25,100.35,87,65
960,100.25,100.35,90,66
961,100.25,100.35,85,78
962,100.25,100.35,91,58
963,100.20,100.40,91,72
964,100.25,100.35,81,74
965,100.25,100.35,65,85
966,100.25,100.35,84,77
967,100.35,100.45,63,55
968,100.35,100.45,72,85
969,100.35,100.45,77,63
970,100.35,100.45,53,73
971,100.30,100.50,71,98
972,100.35,100.45,74,96
973,100.45,100.55,63,86
974,100.55,100.65,89,82
975,100.55,100.65,91,65
976,100.55,100.65,55,69
977,100.55,100.65,85,96
978,100.55,100.65,71,91
979,100.55,100.65,88,59
980,100.55,100.65,83,85
981,100.55,100.65,56,74
982,100.55,100.65,54,91
983,100.55,100.65,77,89
984,100.45,100.55,85,89
985,100.45,100.55,57,63
986,100.45,100.55,93,52
987,100.45,100.55,58,51
988,100.55,100.65,69,78
989,100.55,100.65,61,93
990,100.55,100.65,65,96
991,100.55,100.65,62,70
992,100.55,100.65,85,75
993,100.55,100.65,55,99
994,100.55,100.65,99,61
995,100.55,100.65,75,52
