time,bidPrice,offerPrice,bidQty,offerQty
84,99.70,99.90,82,91
85,99.80,100.00,66,99
86,99.95,100.05,90,86
87,99.95,100.05,69,88
88,99.85,99.95,95,78
89,99.90,100.10,73,72
90,99.95,100.05,90,91
91,100.00,100.20,70,93
92,100.00,100.20,71,68
93,100.00,100.20,73,68
94,100.00,100.20,84,65
95,100.00,100.20,51,73
96,99.95,100.25,72,82
97,100.15,100.25,82,60
98,100.15,100.25,60,94
99,100.15,100.25,51,89
100,100.25,100.35,59,100
101,100.15,100.25,66,64
102,100.00,100.20,91,63
103,100.00,100.20,73,74
104,99.95,100.05,82,68
105,99.95,100.25,87,75
106,100.05,100.15,71,70
107,100.00,100.20,69,53
108,100.15,100.25,74,61
109,100.25,100.35,83,70
110,100.30,100.50,74,57
111,100.35,100.45,68,50
112,100.25,100.35,67,91
113,100.20,100.60,98,51
114,100.30,100.50,77,70
115,100.30,100.50,60,67
116,100.25,100.55,86,69
117,100.35,100.45,71,53
118,100.30,100.50,54,63
119,100.30,100.50,64,65
120,100.35,100.45,92,74
121,100.25,100.35,84,99
122,100.25,100.35,87,70
123,100.35,100.45,78,89
124,100.25,100.35,80,98
125,100.20,100.40,100,80
126,100.25,100.35,53,69
127,100.30,100.50,63,63
128,100.35,100.45,73,84
129,100.35,100.45,89,75
130,100.20,100.40,97,87
131,100.25,100.35,95,91
132,100.25,100.35,68,53
133,100.25,100.35,89,98
134,100.25,100.35,98,56
135,100.25,100.35,90,67
136,100.25,100.35,90,68
137,100.25,100.35,65,60
138,100.20,100.40,86,57
139,100.10,100.30,60,61
140,100.05,100.15,53,84
141,100.05,100.15,97,60
142,100.00,100.20,88,80
143,100.05,100.15,74,85
144,100.15,100.25,84,72
145,100.15,100.25,58,97
146,99.95,100.25,97,86
147,100.15,100.25,93,61
148,100.05,100.15,83,51
149,100.00,100.20,82,77
150,100.00,100.20,95,52
151,100.15,100.25,56,60
152,100.15,100.25,84,56
153,100.05,100.15,65,84
154,100.00,100.20,64,83
155,100.00,100.20,57,52
156,100.15,100.25,68,96
157,100.00,100.20,70,82
158,99.90,100.10,54,52
159,99.95,100.05,76,61
160,99.90,100.10,74,87
161,100.00,100.20,66,65
162,99.95,100.25,70,66
163,99.95,100.25,57,58
164,99.90,100.10,66,66
165,99.95,100.05,62,79
166,99.85,99.95,72,89
167,99.70,99.90,82,61
168,99.85,99.95,68,99
169,99.85,99.95,80,70
170,99.95,100.05,58,65
171,99.95,100.05,81,65
172,99.90,100.10,61,53
173,99.90,100.10,75,95
174,99.85,99.95,72,74
175,99.85,99.95,62,58
176,99.75,100.05,67,57
177,99.85,99.95,61,82
178,99.85,99.95,53,82
179,99.85,99.95,91,61
180,99.80,100.00,75,92
181,99.75,99.85,78,75
182,99.75,99.85,90,56
183,99.60,99.80,82,72
184,99.65,99.75,85,54
185,99.50,99.70,99,95
186,99.50,99.70,83,82
187,99.45,99.75,92,57
188,99.40,99.80,81,80
189,99.65,99.75,94,73
190,99.65,99.75,97,62
191,99.60,99.80,88,59
192,99.65,99.75,63,71
193,99.65,99.75,93,97
194,99.55,99.85,55,87
195,99.60,99.80,64,71
196,99.75,99.85,78,54
197,99.85,99.95,69,52
198,99.95,100.05,51,63
199,100.00,100.20,92,72
200,100.05,100.15,62,52
201,100.05,100.15,50,71
202,100.00,100.20,76,59
203,99.95,100.25,65,71
204,100.05,100.15,88,86
205,99.90,100.10,91,71
206,99.95,100.05,66,96
207,99.95,100.05,56,78
208,99.95,100.05,53,76
209,99.90,100.10,68,86
210,99.95,100.05,66,91
211,99.90,100.10,94,98
212,99.95,100.05,93,58
213,99.95,100.05,89,54
214,99.85,100.15,66,54
215,99.90,100.10,77,94
216,99.95,100.05,77,58
217,99.95,100.05,57,75
218,99.95,100.25,73,76
219,100.05,100.15,54,93
220,99.95,100.05,92,92
221,99.95,100.05,86,62
222,99.95,100.05,68,83
223,99.95,100.05,59,89
224,99.85,99.95,76,59
225,99.80,100.00,52,61
226,99.85,99.95,94,73
227,99.85,99.95,83,93
228,99.80,100.00,72,53
229,99.80,100.00,76,83
230,99.70,99.90,89,97
231,99.70,99.90,71,81
232,99.75,99.85,83,51
233,99.70,99.90,89,76
234,99.75,99.85,95,97
235,99.75,99.85,55,81
236,99.85,99.95,85,68
237,99.75,99.85,81,95
238,99.75,99.85,93,85
239,99.75,99.85,56,70
240,99.75,99.85,64,72
241,99.75,99.85,89,85
242,99.60,100.00,62,87
243,99.75,99.85,68,58
244,99.75,99.85,70,77
245,99.65,99.75,93,67
246,99.70,99.90,91,97
247,99.85,99.95,51,84
248,99.85,99.95,85,63
249,99.70,99.90,60,99
250,99.75,99.85,89,51
251,99.70,99.90,89,73
252,99.75,99.85,69,92
253,99.75,99.85,94,63
254,99.75,99.85,85,80
255,99.70,99.90,76,79
256,99.70,99.90,98,65
257,99.60,99.80,86,69
258,99.55,99.65,70,67
259,99.65,99.75,54,77
260,99.65,99.75,51,77
261,99.60,99.80,66,57
262,99.65,99.75,60,57
263,99.65,99.75,93,96
264,99.45,99.75,60,95
265,99.50,99.70,87,61
266,99.55,99.65,66,73
267,99.55,99.65,87,53
268,99.50,99.70,92,89
269,99.55,99.65,51,58
270,99.45,99.75,86,51
271,99.45,99.55,52,60
272,99.55,99.65,70,60
273,99.50,99.70,91,90
274,99.50,99.70,69,89
275,99.45,99.75,53,76
276,99.55,99.65,99,68
277,99.55,99.65,79,96
278,99.45,99.55,90,54
279,99.55,99.65,85,99
280,99.55,99.65,83,80
281,99.60,99.80,65,60
282,99.60,99.80,78,69
283,99.70,99.90,95,58
284,99.75,99.85,80,56
285,99.75,99.85,99,95
286,99.70,99.90,89,74
287,99.85,99.95,53,54
288,99.80,100.00,79,58
289,99.95,100.05,89,54
290,99.90,100.10,98,91
291,99.95,100.05,53,63
292,100.00,100.20,75,66
293,99.95,100.05,88,94
294,99.95,100.05,81,60
295,100.05,100.15,66,67
296,100.05,100.15,60,94
297,100.05,100.15,97,79
298,100.00,100.20,70,60
299,100.05,100.15,84,75
300,99.95,100.05,58,59
301,100.00,100.20,95,93
302,100.00,100.20,73,65
303,100.05,100.15,76,51
304,99.95,100.25,58,84
305,100.05,100.15,98,63
306,99.95,100.05,57,73
307,99.85,99.95,79,80
308,99.85,99.95,96,69
309,99.80,100.00,86,57
310,99.85,99.95,72,89
311,99.90,100.10,80,53
312,99.85,99.95,58,72
313,99.85,99.95,69,69
314,99.85,99.95,96,93
315,99.80,100.00,94,68
316,99.70,100.10,69,96
317,99.80,100.00,82,85
318,99.80,100.00,57,77
319,99.85,99.95,91,86
320,99.85,99.95,89,82
321,99.80,100.00,90,80
322,99.85,99.95,78,54
323,99.85,99.95,60,57
324,99.75,99.85,97,59
325,99.75,99.85,98,67
326,99.70,99.90,71,75
327,99.85,99.95,55,58
328,99.80,100.00,92,57
329,99.90,100.10,66,58
330,99.95,100.05,95,87
331,99.85,99.95,51,51
332,99.85,99.95,87,86
333,99.75,99.85,96,57
334,99.65,99.75,70,83
335,99.65,99.75,54,54
336,99.55,99.65,89,56
337,99.50,99.70,54,97
338,99.50,99.70,94,54
339,99.65,99.75,69,50
340,99.75,99.85,60,98
341,99.70,99.90,90,85
342,99.70,99.90,71,65
343,99.55,99.85,58,54
344,99.60,99.80,52,62
345,99.60,99.80,56,89
346,99.65,99.75,53,78
347,99.60,99.80,96,65
348,99.60,99.80,65,98
349,99.55,99.85,52,58
350,99.60,99.80,86,74
351,99.50,99.70,56,83
352,99.65,99.75,85,96
353,99.65,99.75,50,63
354,99.65,99.75,87,93
355,99.60,99.80,53,58
356,99.55,99.65,84,95
357,99.50,99.70,95,55
358,99.55,99.65,89,84
359,99.65,99.75,58,83
360,99.65,99.75,86,87
361,99.65,99.75,83,74
362,99.70,99.90,99,83
363,99.70,99.90,98,92
364,99.75,99.85,71,86
365,99.75,99.85,61,80
366,99.75,99.85,79,96
367,99.70,99.90,59,51
368,99.75,99.85,63,97
369,99.75,99.85,94,59
370,99.65,99.95,51,55
371,99.70,99.90,77,99
372,99.85,99.95,70,73
373,99.80,100.00,60,80
374,99.75,100.05,81,60
375,99.85,99.95,51,75
376,99.80,100.00,87,99
377,99.70,99.90,88,58
378,99.75,99.85,91,79
379,99.85,99.95,62,61
380,99.70,99.90,80,89
381,99.75,99.85,92,100
382,99.65,99.75,58,71
383,99.65,99.75,52,67
384,99.65,99.75,55,90
385,99.55,99.65,72,61
386,99.55,99.65,87,70
387,99.40,99.60,59,77
388,99.45,99.75,58,98
389,99.55,99.65,97,65
390,99.50,99.70,84,78
391,99.55,99.65,86,81
392,99.55,99.65,88,61
393,99.45,99.55,51,75
394,99.45,99.55,82,63
395,99.45,99.55,80,100
396,99.55,99.65,59,56
397,99.65,99.75,94,68
398,99.75,99.85,56,99
399,99.85,99.95,70,99
400,99.75,100.05,57,52
401,99.70,99.90,89,56
402,99.70,99.90,64,59
403,99.70,99.90,58,71
404,99.55,99.85,57,73
405,99.65,99.75,84,55
406,99.75,99.85,66,89
407,99.75,99.85,79,79
408,99.75,99.85,57,93
409,99.75,99.85,62,61
410,99.65,99.75,71,67
411,99.70,99.90,64,73
412,99.70,99.90,90,89
413,99.70,99.90,87,69
414,99.85,99.95,79,94
415,99.75,100.05,62,87
416,99.85,99.95,55,71
417,99.85,99.95,53,93
418,99.95,100.05,51,87
419,100.05,100.15,75,56
420,100.05,100.15,68,60
421,100.00,100.20,90,70
422,99.85,100.15,85,65
423,99.95,100.05,81,68
424,99.90,100.10,60,92
425,99.95,100.05,59,85
426,99.90,100.10,85,59
427,99.85,99.95,96,67
428,99.85,99.95,51,79
429,99.85,99.95,100,78
430,99.75,100.05,96,62
431,99.75,99.85,88,75
432,99.85,99.95,78,67
433,99.80,100.00,84,50
434,99.85,99.95,62,64
435,99.85,99.95,68,59
436,99.85,99.95,57,72
437,99.85,99.95,72,75
438,99.85,99.95,56,61
439,99.85,99.95,69,87
440,99.85,99.95,59,96
441,99.75,99.85,62,51
442,99.75,99.85,59,77
443,99.70,99.90,75,52
444,99.80,100.00,94,61
445,99.85,99.95,92,88
446,99.85,99.95,70,84
447,99.85,99.95,80,98
448,99.85,99.95,98,94
449,99.85,99.95,83,63
450,99.80,100.00,62,86
451,99.85,99.95,64,71
452,99.80,100.00,62,89
453,99.85,99.95,91,72
454,99.80,100.00,83,59
455,99.90,100.10,89,55
456,99.95,100.05,79,92
457,99.80,100.00,88,73
458,99.85,99.95,96,80
459,99.75,100.05,67,79
460,99.85,99.95,59,59
461,99.85,99.95,52,53
462,99.75,100.05,54,89
463,99.75,100.05,82,90
464,99.80,100.00,96,69
465,99.90,100.10,72,92
466,99.95,100.05,86,50
467,99.85,100.15,53,95
468,99.80,100.00,98,96
469,99.80,100.00,84,83
470,99.75,99.85,99,54
471,99.70,99.90,91,97
472,99.75,99.85,76,77
473,99.75,99.85,73,64
474,99.80,100.00,94,52
475,99.95,100.05,96,84
476,100.05,100.15,75,77
477,100.05,100.15,68,57
478,100.15,100.25,77,89
479,100.10,100.30,52,88
480,100.15,100.25,50,67
481,100.15,100.25,56,70
482,100.05,100.15,83,94
483,100.05,100.15,79,55
484,100.05,100.15,78,57
485,99.90,100.10,57,73
486,100.05,100.15,95,60
487,100.00,100.20,100,63
488,100.05,100.15,51,85
489,100.00,100.20,98,57
490,99.90,100.10,53,81
491,99.95,100.05,90,78
492,100.05,100.15,86,65
493,100.10,100.30,86,72
494,100.20,100.40,83,81
495,100.20,100.40,93,67
496,100.25,100.35,93,97
497,100.25,100.35,93,74
498,100.15,100.25,78,89
499,100.10,100.30,50,75
500,100.15,100.25,96,76
501,100.15,100.25,87,87
502,100.15,100.25,96,86
503,100.05,100.35,87,88
504,100.15,100.25,56,63
505,100.15,100.25,79,99
506,100.05,100.15,59,65
507,99.95,100.05,77,50
508,99.85,99.95,85,55
509,99.95,100.05,61,79
510,99.95,100.05,81,79
511,100.05,100.15,92,93
512,99.95,100.05,66,98
513,99.80,100.00,79,78
514,99.85,99.95,51,58
515,99.75,100.05,97,97
516,99.85,99.95,95,56
517,99.90,100.10,87,65
518,99.95,100.05,90,96
519,100.05,100.15,90,83
520,100.00,100.20,52,71
521,99.95,100.05,72,66
522,99.85,99.95,76,80
523,99.80,100.00,52,72
524,99.80,100.00,70,50
525,99.80,100.00,96,89
526,99.95,100.05,65,64
527,100.00,100.20,72,68
528,99.95,100.05,62,78
529,99.90,100.10,58,86
530,99.85,99.95,97,82
531,99.85,99.95,98,72
532,99.95,100.05,97,90
533,99.95,100.05,72,71
534,99.80,100.00,71,97
535,99.80,100.00,54,53
536,99.85,99.95,90,70
537,99.85,99.95,77,88
538,99.80,100.00,71,93
539,99.85,99.95,95,93
540,99.85,99.95,91,57
541,99.75,99.85,90,96
542,99.70,99.90,79,93
543,99.85,99.95,76,77
544,99.85,99.95,93,80
545,99.85,99.95,50,62
546,99.85,100.15,95,51
547,99.85,99.95,84,52
548,99.95,100.05,65,94
549,99.90,100.10,74,56
550,99.90,100.10,61,94
551,99.95,100.05,84,97
552,99.90,100.10,74,72
553,99.95,100.05,69,67
554,99.90,100.10,53,94
555,100.05,100.15,96,93
556,99.95,100.05,71,95
557,99.95,100.05,68,98
558,99.80,100.00,77,68
559,99.85,99.95,71,66
560,99.80,100.20,77,95
561,99.90,100.10,95,59
562,99.85,100.15,79,81
563,99.85,99.95,55,79
564,99.80,100.00,78,59
565,99.85,99.95,54,59
566,99.85,99.95,86,73
567,99.85,99.95,94,61
568,99.80,100.00,89,59
569,99.80,100.00,70,95
570,99.85,99.95,96,89
571,99.75,99.85,87,61
572,99.75,99.85,97,97
573,99.75,99.85,53,96
574,99.75,99.85,68,78
575,99.75,99.85,55,82
576,99.75,99.85,94,77
577,99.75,99.85,95,97
578,99.70,99.90,59,98
579,99.80,100.00,63,94
580,99.65,99.95,95,70
581,99.75,99.85,81,67
582,99.75,99.85,92,83
583,99.75,99.85,75,94
584,99.75,99.85,77,76
585,99.75,99.85,93,80
586,99.75,99.85,88,69
587,99.75,99.85,78,93
588,99.75,99.85,84,94
589,99.65,99.75,99,70
590,99.65,99.75,53,78
591,99.65,99.75,61,90
592,99.60,99.80,85,63
593,99.60,99.80,94,57
594,99.55,99.85,74,87
595,99.65,99.75,99,97
596,99.60,99.80,57,94
597,99.65,99.75,81,65
598,99.60,99.80,97,78
599,99.65,99.75,56,72
600,99.50,99.70,61,66
601,99.55,99.65,65,69
602,99.55,99.65,84,95
603,99.50,99.70,99,75
604,99.45,99.55,80,72
605,99.45,99.55,52,72
606,99.45,99.55,54,59
607,99.35,99.45,92,64
608,99.35,99.45,57,61
609,99.25,99.55,76,98
610,99.25,99.35,63,57
611,99.25,99.35,97,100
612,99.30,99.50,75,52
613,99.35,99.65,100,93
614,99.40,99.60,56,68
615,99.45,99.55,85,94
616,99.45,99.55,85,89
617,99.40,99.60,62,72
618,99.55,99.65,92,99
619,99.40,99.60,68,61
620,99.55,99.65,71,89
621,99.50,99.70,96,73
622,99.55,99.65,83,55
623,99.55,99.65,74,54
624,99.50,99.70,71,62
625,99.50,99.70,74,69
626,99.55,99.65,59,71
627,99.65,99.75,85,80
628,99.65,99.75,66,63
629,99.60,99.80,66,76
630,99.65,99.75,57,88
631,99.60,99.80,67,86
632,99.55,99.85,61,51
633,99.65,99.75,95,93
634,99.60,99.80,61,52
635,99.60,99.80,73,57
636,99.65,99.75,66,78
637,99.65,99.75,95,58
638,99.75,99.85,79,97
639,99.85,99.95,58,80
640,99.85,99.95,64,73
641,99.95,100.05,76,75
642,100.05,100.15,76,81
643,99.95,100.05,80,84
644,99.80,100.00,85,100
645,99.85,99.95,58,87
646,99.85,100.15,73,92
647,99.95,100.05,75,81
648,99.95,100.05,90,68
649,100.05,100.15,77,81
650,100.00,100.20,74,53
651,99.90,100.10,70,86
652,99.95,100.05,91,59
653,99.95,100.05,85,88
654,99.95,100.05,64,98
655,99.95,100.05,63,97
656,99.95,100.05,61,96
657,99.85,99.95,56,88
658,99.80,100.00,96,89
659,99.85,99.95,87,84
660,99.85,99.95,92,55
661,99.75,99.85,91,65
662,99.60,100.00,89,73
663,99.75,99.85,76,53
664,99.65,99.95,54,61
665,99.70,99.90,82,63
666,99.70,99.90,56,55
667,99.85,99.95,71,63
668,99.70,99.90,70,89
669,99.75,99.85,50,92
670,99.75,99.85,64,82
671,99.65,99.75,87,79
672,99.55,99.65,69,65
673,99.50,99.70,82,53
674,99.50,99.70,68,71
675,99.55,99.65,84,92
676,99.55,99.65,100,88
677,99.65,99.75,99,83
678,99.75,99.85,97,79
679,99.75,99.85,96,85
680,99.75,99.85,87,73
681,99.75,100.05,97,63
682,99.85,99.95,74,100
683,99.85,99.95,74,79
684,99.75,100.05,88,64
685,99.75,99.85,83,68
686,99.80,100.00,99,52
687,99.70,99.90,90,61
688,99.60,100.00,59,83
689,99.85,99.95,65,62
690,99.85,99.95,51,97
691,99.95,100.05,53,57
692,99.85,99.95,50,60
693,99.75,99.85,92,53
694,99.70,99.90,97,66
695,99.85,99.95,68,96
696,99.85,99.95,95,90
697,99.85,99.95,90,99
698,99.85,99.95,51,84
699,99.95,100.05,54,67
700,99.80,100.00,79,80
701,99.65,99.95,75,64
702,99.75,99.85,71,91
703,99.85,99.95,90,80
704,99.85,99.95,81,86
705,99.80,100.20,63,59
706,99.95,100.05,56,100
707,99.95,100.05,67,75
708,100.05,100.15,72,51
709,100.05,100.15,53,62
710,100.00,100.20,82,53
711,100.05,100.15,61,71
712,100.05,100.15,87,88
713,100.00,100.20,75,71
714,100.15,100.25,71,94
715,100.15,100.25,83,60
716,100.05,100.15,86,89
717,100.00,100.20,62,65
718,100.00,100.20,68,97
719,99.95,100.25,87,77
720,100.00,100.20,53,80
721,100.05,100.15,77,62
722,100.05,100.15,95,56
723,100.00,100.20,91,72
724,99.85,100.15,87,82
725,99.95,100.05,76,94
726,99.95,100.05,78,85
727,100.00,100.20,51,72
728,100.05,100.15,87,75
729,100.05,100.15,76,96
730,100.05,100.15,58,72
731,100.05,100.15,92,90
732,100.05,100.15,54,63
733,99.95,100.05,91,62
734,100.05,100.15,89,57
735,99.95,100.05,93,98
736,99.90,100.10,98,55
737,99.75,100.05,88,60
738,99.80,100.00,81,96
739,99.85,99.95,86,86
740,99.75,99.85,59,71
741,99.70,99.90,67,68
742,99.85,99.95,63,74
743,99.85,99.95,60,72
744,99.85,99.95,81,69
745,99.85,99.95,71,56
746,99.85,99.95,86,82
747,99.85,99.95,97,95
748,99.75,99.85,86,52
749,99.75,99.85,55,81
750,99.75,99.85,85,72
751,99.65,99.75,82,51
752,99.60,99.80,77,99
753,99.75,99.85,90,72
754,99.75,99.85,52,75
755,99.85,99.95,63,93
756,99.80,100.00,98,97
757,99.80,100.00,52,76
758,99.75,100.05,82,66
759,99.75,99.85,88,84
760,99.75,99.85,99,82
761,99.75,99.85,76,95
762,99.75,99.85,89,64
763,99.75,99.85,99,87
764,99.70,99.90,93,56
765,99.75,99.85,73,94
766,99.75,99.85,76,61
767,99.75,99.85,56,79
768,99.85,99.95,66,90
769,99.85,99.95,52,83
770,99.85,99.95,97,99
771,99.85,99.95,53,73
772,99.85,99.95,72,61
773,99.85,99.95,75,70
774,99.85,99.95,51,75
775,99.75,99.85,92,86
776,99.70,99.90,76,99
777,99.70,99.90,83,68
778,99.65,99.75,67,86
779,99.60,99.80,59,83
780,99.75,99.85,69,77
781,99.70,99.90,100,56
782,99.75,99.85,81,73
783,99.65,99.75,78,55
784,99.65,99.75,65,57
785,99.65,99.75,77,65
786,99.65,99.75,76,77
787,99.60,99.80,65,90
788,99.55,99.65,54,81
789,99.55,99.65,71,91
790,99.50,99.70,94,56
791,99.55,99.65,57,90
792,99.55,99.65,58,94
793,99.65,99.75,69,95
794,99.60,99.80,96,83
795,99.65,99.75,56,100
796,99.65,99.75,50,52
797,99.60,99.80,91,68
798,99.60,99.80,95,76
799,99.65,99.75,76,92
800,99.75,99.85,55,98
801,99.65,99.95,83,67
802,99.70,99.90,92,70
803,99.75,99.85,71,80
804,99.85,99.95,68,88
805,99.85,99.95,84,96
806,99.80,100.00,72,83
807,99.85,99.95,75,55
808,99.75,99.85,52,84
809,99.75,99.85,91,70
810,99.75,99.85,72,52
811,99.70,99.90,89,82
812,99.85,99.95,60,67
813,99.85,99.95,53,56
814,99.85,99.95,72,73
815,99.90,100.10,70,96
816,99.90,100.10,66,60
817,100.05,100.15,67,79
818,99.90,100.30,57,57
819,100.05,100.15,61,89
820,100.00,100.20,99,64
821,100.00,100.20,63,65
822,100.05,100.15,80,86
823,100.00,100.20,58,56
824,100.05,100.15,95,68
825,100.05,100.15,54,79
826,100.05,100.15,88,90
827,100.15,100.25,87,78
828,100.15,100.45,66,89
829,100.10,100.50,62,74
830,100.20,100.40,94,91
831,100.25,100.35,84,83
832,100.20,100.40,78,58
833,100.20,100.40,67,65
834,100.20,100.40,73,85
835,100.20,100.40,69,66
836,100.15,100.25,75,55
837,100.15,100.25,72,99
838,100.15,100.25,62,94
839,100.15,100.25,93,53
840,100.10,100.30,50,79
841,100.15,100.25,73,69
842,100.10,100.30,50,62
843,100.25,100.35,69,89
844,100.15,100.45,60,70
845,100.25,100.35,65,73
846,100.20,100.40,64,89
847,100.25,100.35,89,99
848,100.15,100.25,58,80
849,100.10,100.30,64,55
850,100.00,100.20,78,73
851,99.90,100.10,95,56
852,99.90,100.10,82,58
853,99.85,99.95,55,90
854,99.85,99.95,81,88
855,99.80,100.00,68,73
856,99.70,99.90,88,85
857,99.70,99.90,98,56
858,99.75,99.85,91,95
859,99.75,99.85,59,94
860,99.85,99.95,65,74
861,99.80,100.00,57,91
862,99.80,100.00,91,52
863,99.85,99.95,81,51
864,99.80,100.00,59,67
865,99.85,99.95,71,92
866,99.85,99.95,93,88
867,99.80,100.00,87,86
868,99.75,99.85,74,76
869,99.80,100.00,90,55
870,99.85,100.15,52,64
871,99.95,100.05,87,68
872,99.85,100.15,67,77
873,99.95,100.05,65,98
874,99.90,100.10,70,55
875,99.85,99.95,94,87
876,99.80,100.00,53,60
877,99.85,99.95,73,88
878,99.85,99.95,95,84
879,99.75,99.85,53,88
880,99.85,99.95,94,70
881,99.75,100.05,86,51
882,99.85,99.95,74,57
883,99.85,99.95,75,85
884,99.75,100.05,82,51
885,99.85,99.95,95,78
886,99.95,100.05,76,94
887,99.95,100.05,70,78
888,99.95,100.05,78,58
889,99.95,100.05,99,91
890,99.90,100.10,52,72
891,99.95,100.05,82,78
892,99.95,100.05,94,71
893,99.85,100.15,78,54
894,99.85,99.95,93,86
895,99.90,100.10,75,53
896,99.85,100.15,69,51
897,99.75,100.05,64,73
898,99.85,100.15,78,90
899,99.95,100.05,95,99
900,99.85,99.95,92,88
901,99.85,99.95,62,53
902,99.85,99.95,65,52
903,99.85,99.95,95,87
904,99.85,99.95,58,51
905,99.80,100.20,96,89
906,99.95,100.05,68,70
907,99.75,100.05,66,61
908,99.95,100.05,61,88
909,100.05,100.15,64,85
910,100.00,100.20,90,56
911,99.90,100.10,76,96
912,100.05,100.15,59,99
913,99.95,100.05,68,59
914,99.80,100.00,82,95
915,99.95,100.05,88,84
916,99.95,100.05,98,70
917,99.95,100.05,51,97
918,99.95,100.05,87,93
919,99.90,100.10,85,70
920,99.80,100.00,81,81
921,99.95,100.05,82,85
922,100.05,100.15,92,75
923,100.05,100.15,70,95
924,100.05,100.15,66,67
925,100.15,100.25,56,62
926,100.15,100.25,84,88
927,100.10,100.30,61,64
928,100.15,100.25,54,99
929,100.25,100.35,85,75
930,100.35,100.45,80,51
931,100.35,100.45,94,53
932,100.35,100.45,100,68
933,100.25,100.35,96,52
934,100.25,100.35,72,63
935,100.10,100.30,52,63
936,100.00,100.20,96,89
937,100.15,100.25,96,55
938,100.10,100.30,51,99
939,100.15,100.25,68,95
940,100.15,100.25,95,74
941,100.25,100.35,59,86
942,100.25,100.35,51,62
943,100.30,100.50,86,99
944,100.35,100.45,66,60
945,100.35,100.45,72,79
946,100.35,100.45,97,80
947,100.45,100.55,56,86
948,100.45,100.55,67,68
949,100.40,100.60,98,96
950,100.35,100.45,70,98
951,100.30,100.50,52,60
952,100.45,100.55,95,75
953,100.45,100.55,92,59
954,100.40,100.60,72,79
955,100.45,100.55,81,70
956,100.45,100.55,99,100
957,100.30,100.50,67,57
958,100.40,100.60,87,100
959,100.30,100.50,63,60
960,100.30,100.50,55,73
961,100.25,100.55,50,99
962,100.25,100.55,99,96
963,100.30,100.50,57,63
964,100.35,100.45,86,76
965,100.35,100.45,72,86
966,100.30,100.50,53,61
967,100.45,100.55,60,94
968,100.40,100.60,88,87
969,100.45,100.55,65,55
970,100.35,100.45,78,61
971,100.30,100.50,79,90
972,100.30,100.50,95,87
973,100.35,100.45,83,60
974,100.45,100.55,98,94
975,100.45,100.55,69,93
976,100.45,100.55,74,83
977,100.35,100.45,66,80
978,100.35,100.45,87,79
979,100.30,100.50,88,97
980,100.30,100.50,83,91
981,100.35,100.45,68,56
982,100.25,100.55,86,69
983,100.30,100.50,53,87
984,100.15,100.45,85,79
985,100.25,100.35,60,58
986,100.20,100.40,52,86
987,100.25,100.35,55,87
988,100.25,100.55,66,96
989,100.30,100.50,90,79
990,100.35,100.45,89,67
991,100.35,100.45,73,86
992,100.20,100.40,50,57
993,100.25,100.35,71,82
994,100.25,100.35,66,91
995,100.20,100.40,62,85
